temperature,num_prompts,mean_ssi,std_ssi,pct_unstable,pct_flipped,mean_refusal_rate,mean_comply_rate
0.0,876,0.9591254537603725,0.1730042418790235,5.365296803652968,5.365296803652968,0.8433789954337899,0.06621004566210045
0.3,876,0.8710974514986427,0.3055449383671107,15.41095890410959,15.41095890410959,0.8321347031963471,0.07397260273972603
0.7,876,0.8153556411474097,0.3539571852309834,21.80365296803653,21.80365296803653,0.8292808219178083,0.06552511415525113
1.0,876,0.7553835023929335,0.3890984127094025,28.881278538812786,28.881278538812786,0.8212899543378994,0.030479452054794524
