n_samples,mean_agreement,std_agreement,ci_lower,ci_upper
1,94.69155251141552,0.9371999843129033,93.2648401826484,95.8904109589041
2,96.74155251141552,0.7391943802340216,95.2054794520548,97.8310502283105
3,97.93778538812788,0.43018168569671505,97.26027397260275,98.85844748858447
4,98.84155251141553,0.439551025646763,98.28767123287672,99.42922374429224
5,100.0,0.0,100.0,100.0
