scoring_rule,mean_ssi,flip_rate,pct_unstable
Three-way (original),0.9460526315789474,24.914383561643834,10.21689497716895
Binary (PARTIAL→COMPLY),0.9681559420812305,17.80821917808219,5.33675799086758
Binary (PARTIAL→REFUSE),0.9755707762557077,11.386986301369863,4.7659817351598175
