model,total_responses,flip_rate,ssi,refuse_rate,comply_rate
Qwen_Qwen3-8B,17512,27.73972602739726,0.9381488824801729,92.46802192782091,1.0392873458200091
google_gemma-3-12b-it,17520,18.378995433789953,0.964554794520548,78.4931506849315,7.117579908675799
