temperature,mean_ssi,std_ssi,median_ssi,pct_unstable,flip_rate,n_prompts
0.0,0.8929223744292238,0.1763636461453151,1.0,26.94063926940639,31.621004566210047,876
0.3,0.8886415525114155,0.17896363061483775,1.0,26.36986301369863,34.01826484018265,876
0.7,0.8877433309300649,0.17881528208471387,1.0,25.684931506849317,36.757990867579906,876
1.0,0.881485820716174,0.1837522527952922,1.0,25.45662100456621,39.04109589041096,876
